rank	title	author_name	year	n_citation
1952	Reducing elliptic curve logarithms to logarithms in a finite field	Alfred Menezes	1993	1198
1953	Analysis of a local-area wireless network	Diane Tang	2000	487
1954	Transition density, a stochastic measure of activity in digital circuits	Farid N. Najm	1991	313
1955	Iterative methods by space decomposition and subspace correction	Jinchao Xu	1992	1307
1956	Information Technologies and Business Value: An Analytic and Empirical Investigation	Anitesh Barua	1995	1618
1957	The Competitive Newsboy	Steven A. Lippman	1997	109
1958	Structural risk minimization over data-dependent hierarchies	John Shawe-Taylor	1998	575
1959	The geometry of graphs and some of its algorithmic applications	Nathan Linial	1994	1009
1960	Unsupervised learning by probabilistic latent semantic analysis	Thomas Hofmann	2001	2463
1961	The Wealth of Networks: How Social Production Transforms Markets and Freedom	Yochai Benkler	2006	488
1962	Multicast operation of the ad-hoc on-demand distance vector routing protocol	Elizabeth M. Royer	1999	1575
1963	Tracking and recognizing rigid and non-rigid facial motions using local parametric models of image motion	Michael J. Black	1995	599
1964	Casting curved shadows on curved surfaces	Lance Williams	1978	402
1965	Cumulated gain-based evaluation of IR techniques	Kalervo Järvelin	2002	3019
1966	Cluster ensembles --- a knowledge reuse framework for combining multiple partitions	Alexander L. Strehl	2003	2993
1967	Cost-aware WWW proxy caching algorithms	Pei Cao	1997	1294
1968	An Experimental Comparison of Three Methods for Constructing Ensembles of Decision Trees: Bagging, Boosting, and Randomization	Thomas G. Dietterich	2000	2282
1969	A REVIEW OF IMAGE DENOISING ALGORITHMS, WITH A NEW ONE.	Antoni Buades	2005	3474
1970	Unscented filtering and nonlinear estimation	Simon J. Julier	2004	5432
1971	New Methods in Automatic Extracting	H. P. Edmundson	1969	879
1972	The Curvature Primal Sketch	Haruo Asada	1986	973
1973	Support vector machine active learning with applications to text classification	Simon Tong	2002	2329
1974	Seesoft-a tool for visualizing line oriented software statistics	Stephen G. Eick	1992	654
1975	The algorithmic beauty of plants	Przemyslaw Prusinkiewicz	1990	3723
1976	The cube-connected cycles: a versatile network for parallel computation	Franco P. Preparata	1981	1561
1977	Branch-And-Price: Column Generation for Solving Huge Integer Programs	Cynthia Barnhart	1998	472
1978	Solving the find-path problem by good representation of free space	Rodney A. Brooks	1983	959
1979	Image analogies	Aaron Hertzmann	2001	1434
1980	Blind Signatures for Untraceable Payments	David Chaum	1983	2967
1981	A database for handwritten text recognition research	Jonathan J. Hull	1994	1031
1982	An Algorithm that Learns What‘s in a Name	Daniel M. Bikel	1999	849
1983	Using spin images for efficient object recognition in cluttered 3D scenes	Andrew Edie Johnson	1999	2332
1984	Feature-rich part-of-speech tagging with a cyclic dependency network	Kristina Toutanova	2003	2406
1985	A Formulation of the Simple Theory of Types	Alonzo Church	1940	2196
1986	Loose-coupling a cellular automaton model and GIS: long-term urban growth prediction for San Francisco and Washington/Baltimore	Keith C. Clarke	1998	1124
1987	Nymble: a High-Performance Learning Name-finder	Daniel M. Bikel	1997	826
1988	Completely Derandomized Self-Adaptation in Evolution Strategies	Nikolaus Hansen	2001	2343
1989	Accessing nearby copies of replicated objects in a distributed environment	C. Greg Plaxton	1997	1124
1990	Fine-grained mobility in the Emerald system	Eric Jul	1988	1174
1991	A robust technique for matching two uncalibrated images through the recovery of the unknown epipolar geometry	Zhengyou Zhang	1995	1944
1992	IMAGE RETRIEVAL USING COLOR AND SHAPE	Anil K. Jain	1996	1217
1993	Reliable communication in the presence of failures	Kenneth P. Birman	1987	1397
1994	Rank aggregation methods for the Web	Cynthia Dwork	2001	1643
1995	"Turbo decoding as an instance of Pearl's ""belief propagation"" algorithm"	Robert J. McEliece	1998	1091
1996	A message ferrying approach for data delivery in sparse mobile ad hoc networks	Wenrui Zhao	2004	1500
1997	Recognizing action units for facial expression analysis	Yingli Tian	2001	1530
1998	Computer immunology	Stephanie Forrest	1997	1120
1999	Face recognition based on fitting a 3D morphable model	Volker Blanz	2003	2072
2000	Image segmentation in video sequences: a probabilistic approach	Nir Friedman	1997	1220
2001	Reducing the Cost of Demand Uncertainty Through Accurate Response to Early Sales	Marshall L. Fisher	1996	1000
2002	Uppaal in a nutshell	Kim Guldstrand Larsen	1997	2236
2003	What's Mine Is Ours, or Is It? A Study of Attitudes about Information Sharing	David Constant	1994	1415
2004	Atmospherically resistant vegetation index (ARVI) for EOS-MODIS	Yoram J. Kaufman	1992	699
2005	Sesame: A Generic Architecture for Storing and Querying RDF and RDF Schema	Jeen Broekstra	2002	1803
2006	The digital Michelangelo project: 3D scanning of large statues	Marc Levoy	2000	2145
2007	The Wiener--Askey Polynomial Chaos for Stochastic Differential Equations	Dongbin Xiu	2002	2792
2008	Markov random field modeling in computer vision	S. Li	1995	1709
2009	Musings on telepresence and virtual presence	Thomas B. Sheridan	1992	786
2010	Image Denoising Via Sparse and Redundant Representations Over Learned Dictionaries	Michael Elad	2006	3216
2011	The impact of data aggregation in wireless sensor networks	L. Krishnamachari	2002	1812
2012	Fitting parameterized three-dimensional models to images	David G. Lowe	1991	1205
2013	A data mining framework for building intrusion detection models	Wenke Lee	1999	1650
2014	On Detecting Edges	Vishvjit S. Nalwa	1986	596
2015	A multiresolution spline with application to image mosaics	Peter J. Burt	1983	1272
2016	The BCI competition 2003: progress and perspectives in detection and discrimination of EEG single trials	Benjamin Blankertz	2004	604
2017	Displacement vectors derived from second-order intensity variations in image sequences	Hans-Hellmut Nagel	1982	582
2018	Introduction to Algorithms, Second Edition	Thomas H. Cormen	2001	731
2019	3-D model-based tracking of humans in action: a multi-view approach	Dariu M. Gavrila	1996	1007
2020	Supervised and Unsupervised Discretization of Continuous Features.	James G. Dougherty	1995	2253
2021	The author-topic model for authors and documents	Michal Rosen-Zvi	2004	1348
2022	Simulated annealing and Boltzmann machines: a stochastic approach to combinatorial optimization and neural computing	Emile H. L. Aarts	1989	6529
2023	A network information theory for wireless communication: scaling laws and optimal operation	Liang-Liang Xie	2004	860
2024	A Discipline for Software Engineering	Watts S. Humphrey	1995	390
2025	On visual formalisms	David Harel	1988	1843
2026	Bayesian classification with Gaussian processes	Christopher K. I. Williams	1998	586
2027	Markov ciphers and differential cryptanalysis	Xuejia Lai	1991	771
2028	Speech coding based upon vector quantization	Andres Buzo	1980	828
2029	SYNCHRONIZATION IN SMALL-WORLD DYNAMICAL NETWORKS	Xiao Fan Wang	2002	877
2030	Learning to extract symbolic knowledge from the World Wide Web	Mark Craven	1998	853
2031	Evaluation of strategic investments in information technology	Eric K. Clemons	1991	376
2032	Hey, you, get off of my cloud: exploring information leakage in third-party compute clouds	Thomas Ristenpart	2009	1862
2033	Conditioning technique, a general anti-windup and bumpless transfer method	Raymond Hanus	1987	649
2034	Memory coherence in shared virtual memory systems	Kai Li	1989	1661
2035	Dynamic thermal management for high-performance microprocessors	David M. Brooks	2001	874
2036	Observations on the dynamics of a congestion control algorithm: the effects of two-way traffic	Lixia Zhang	1991	575
2037	Pruning algorithms-a survey	Russell Reed	1993	1830
2038	Measuring praise and criticism: Inference of semantic orientation from association	Peter D. Turney	2003	1637
2039	Evolutionary algorithms, homomorphous mappings, and constrained parameter optimization	Slawomir Koziel	1999	861
2040	Kademlia: A Peer-to-Peer Information System Based on the XOR Metric	Petar Maymounkov	2002	2960
2041	On the Foundations of Relaxation Labeling Processes	Robert A. Hummel	1983	1163
2042	DIP: the Database of Interacting Proteins	Ioannis Xenarios	2000	912
2043	Filterbank-based fingerprint matching	Anil K. Jain	2000	1367
2044	Improvements to Platt's SMO Algorithm for SVM Classifier Design	S. Sathiya Keerthi	2001	1607
2045	Internet routing instability	Craig Labovitz	1997	668
2046	Practical Reasoning for Expressive Description Logics	Ian Horrocks	1999	696
2047	Exact Matrix Completion via Convex Optimization	Emmanuel J. Candès	2009	2844
2048	Computational methods for a mathematical theory of evidence	Jeffrey A. Barnett	1981	482
2049	Reducing multiclass to binary: a unifying approach for margin classifiers	Erin L. Allwein	2001	1823
2050	Using dynamic programming for solving variational problems in vision	Amir A. Amini	1990	1444
2051	Filters, Random Fields and Maximum Entropy (FRAME): Towards a Unified Theory for Texture Modeling	Song Chun Zhu	1998	830
2052	Eigentaste: A Constant Time Collaborative Filtering Algorithm	Ken Goldberg	2001	1387
2053	InterPro, progress and status in 2005	Nicola Mulder	2004	681
2054	Optimization of the simultaneous localization and map-building algorithm for real-time implementation	José E. Guivant	2001	932
2055	The Traveling-Salesman Problem and Minimum Spanning Trees	Michael Held	1970	873
2056	When Is ''Nearest Neighbor'' Meaningful?	Kevin S. Beyer	1999	2455
2057	A comparison of approaches to large-scale data analysis	Andrew Pavlo	2009	1124
2058	How did they get my name?: an exploratory investigation of consumer attitudes toward secondary information use	Mary J. Culnan	1993	628
2059	WYSIWIS revised: early experiences with multiuser interfaces	Mark Stefik	1987	864
2060	"""It is what one does"": why people participate and help others in electronic communities of practice"	Molly McLure Wasko	2000	2323
2061	Subspace methods for the blind identification of multichannel FIR filters	Eric Moulines	1995	1959
2062	A Quantitative Analysis and Performance Study for Similarity-Search Methods in High-Dimensional Spaces	Roger Weber	1998	1275
2063	Storing a Sparse Table with 0 (1) Worst Case Access Time	Michael L. Fredman	1984	879
2064	Efficient use of side information in multiple-antenna data transmission over fading channels	Aradhana Narula	1998	1117
2065	Two-dimensional discrete Markovian fields	John W. Woods	1972	504
2066	The Case against Accuracy Estimation for Comparing Induction Algorithms	Foster Provost	1998	1204
2067	Algorithms for Mining Distance-Based Outliers in Large Datasets	Edwin M. Knorr	1998	1049
2068	Interior Point Methods in Semidefinite Programming with Applications to Combinatorial Optimization	Farid Alizadeh	1995	286
2069	Towards a Better Understanding of Context and Context-Awareness	Gregory D. Abowd	1999	5841
2070	Growing cell structures—a self-organizing network for unsupervised and supervised learning	Bernd Fritzke	1994	1635
2071	Multi-objective genetic algorithms: Problem difficulties and construction of test problems	Kalyanmoy Deb	1999	1370
2072	A tool for visualizing the topology of three-dimensional vector fields	Al Globus	1991	296
2073	Users are not the enemy	Anne Adams	1999	1475
2074	Link scheduling in polynomial time	Bruce E. Hajek	1988	470
2075	A survey on image segmentation	King-Sun Fu	1981	1367
2076	Organization Design	Milton Harris	2002	2115
2077	A distributed routing algorithm for mobile wireless networks	M. Scott Corson	1995	477
2078	Signal stability-based adaptive routing (SSA) for ad hoc mobile networks	Rohit Dube	1997	1200
2079	Universal modeling and coding	Jorma Rissanen	1981	582
2080	Efficient implementation of the smalltalk-80 system	L. Peter Deutsch	1984	670
2081	Does the h-index for ranking of scientists really work?	Lutz Bornmann	2005	386
2082	Discovering regulatory and signalling circuits in molecular interaction networks	Trey Ideker	2002	1084
2083	Routing in ad-hoc networks using minimum connected dominating sets	Bevan Das	1997	1038
2084	Constructing free-energy approximations and generalized belief propagation algorithms	Jonathan S. Yedidia	2005	660
2085	Finding skin in color images	Rick Kjeldsen	1996	415
2086	Channel assignment schemes for cellular mobile telecommunication systems: a comprehensive survey	Irene Katzela	1996	1657
